grid_x,grid_y,date,accidents
4,9,2023-01-22,3
5,0,2023-01-22,1
5,1,2023-01-22,1
5,2,2023-01-22,1
5,3,2023-01-22,1
5,4,2023-01-22,3
5,5,2023-01-22,2
5,6,2023-01-22,1
5,7,2023-01-22,1
5,8,2023-01-22,0
5,9,2023-01-22,1
6,0,2023-01-22,3
6,1,2023-01-22,0
6,2,2023-01-22,0
6,3,2023-01-22,0
6,4,2023-01-22,1
6,5,2023-01-22,2
6,6,2023-01-22,1
6,7,2023-01-22,0
6,8,2023-01-22,0
6,9,2023-01-22,0
7,0,2023-01-22,0
7,1,2023-01-22,2
7,2,2023-01-22,3
7,3,2023-01-22,0
7,4,2023-01-22,0
7,5,2023-01-22,0
7,6,2023-01-22,1
7,7,2023-01-22,0
7,8,2023-01-22,2
7,9,2023-01-22,0
8,0,2023-01-22,0
8,1,2023-01-22,1
8,2,2023-01-22,0
8,3,2023-01-22,3
8,4,2023-01-22,3
8,5,2023-01-22,0
8,6,2023-01-22,1
8,7,2023-01-22,0
8,8,2023-01-22,1
8,9,2023-01-22,0
9,0,2023-01-22,1
9,1,2023-01-22,0
9,2,2023-01-22,1
9,3,2023-01-22,2
9,4,2023-01-22,0
9,5,2023-01-22,1
9,6,2023-01-22,0
9,7,2023-01-22,2
9,8,2023-01-22,0
9,9,2023-01-22,1
0,0,2023-01-23,0
0,1,2023-01-23,0
0,2,2023-01-23,0
0,3,2023-01-23,3
0,4,2023-01-23,0
0,5,2023-01-23,3
0,6,2023-01-23,1
0,7,2023-01-23,0
0,8,2023-01-23,0
0,9,2023-01-23,0
1,0,2023-01-23,0
1,1,2023-01-23,0
1,2,2023-01-23,0
1,3,2023-01-23,1
1,4,2023-01-23,1
1,5,2023-01-23,0
1,6,2023-01-23,1
1,7,2023-01-23,0
1,8,2023-01-23,1
1,9,2023-01-23,0
2,0,2023-01-23,0
2,1,2023-01-23,0
2,2,2023-01-23,0
2,3,2023-01-23,1
2,4,2023-01-23,0
2,5,2023-01-23,1
2,6,2023-01-23,1
2,7,2023-01-23,0
2,8,2023-01-23,0
2,9,2023-01-23,2
3,0,2023-01-23,1
3,1,2023-01-23,1
3,2,2023-01-23,1
3,3,2023-01-23,1
3,4,2023-01-23,0
3,5,2023-01-23,0
3,6,2023-01-23,3
3,7,2023-01-23,1
3,8,2023-01-23,1
3,9,2023-01-23,1
4,0,2023-01-23,2
4,1,2023-01-23,0
4,2,2023-01-23,0
4,3,2023-01-23,0
4,4,2023-01-23,1
4,5,2023-01-23,1
4,6,2023-01-23,2
4,7,2023-01-23,1
4,8,2023-01-23,1
4,9,2023-01-23,1
5,0,2023-01-23,1
5,1,2023-01-23,0
5,2,2023-01-23,2
5,3,2023-01-23,1
5,4,2023-01-23,1
5,5,2023-01-23,2
5,6,2023-01-23,0
5,7,2023-01-23,2
5,8,2023-01-23,0
5,9,2023-01-23,1
6,0,2023-01-23,0
6,1,2023-01-23,0
6,2,2023-01-23,0
6,3,2023-01-23,0
6,4,2023-01-23,0
6,5,2023-01-23,0
6,6,2023-01-23,0
6,7,2023-01-23,0
6,8,2023-01-23,0
6,9,2023-01-23,1
7,0,2023-01-23,0
7,1,2023-01-23,2
7,2,2023-01-23,0
7,3,2023-01-23,2
7,4,2023-01-23,1
7,5,2023-01-23,0
7,6,2023-01-23,2
7,7,2023-01-23,2
7,8,2023-01-23,2
7,9,2023-01-23,0
8,0,2023-01-23,2
8,1,2023-01-23,1
8,2,2023-01-23,0
8,3,2023-01-23,2
8,4,2023-01-23,0
8,5,2023-01-23,1
8,6,2023-01-23,2
8,7,2023-01-23,0
8,8,2023-01-23,1
8,9,2023-01-23,0
9,0,2023-01-23,1
9,1,2023-01-23,1
9,2,2023-01-23,1
9,3,2023-01-23,0
9,4,2023-01-23,2
9,5,2023-01-23,1
9,6,2023-01-23,2
9,7,2023-01-23,0
9,8,2023-01-23,2
9,9,2023-01-23,0
0,0,2023-01-24,0
0,1,2023-01-24,0
0,2,2023-01-24,0
0,3,2023-01-24,1
0,4,2023-01-24,0
0,5,2023-01-24,1
0,6,2023-01-24,2
0,7,2023-01-24,0
0,8,2023-01-24,0
0,9,2023-01-24,0
1,0,2023-01-24,2
1,1,2023-01-24,0
1,2,2023-01-24,1
1,3,2023-01-24,1
1,4,2023-01-24,1
1,5,2023-01-24,1
1,6,2023-01-24,0
1,7,2023-01-24,0
1,8,2023-01-24,2
1,9,2023-01-24,2
2,0,2023-01-24,1
2,1,2023-01-24,0
2,2,2023-01-24,0
2,3,2023-01-24,1
2,4,2023-01-24,0
2,5,2023-01-24,0
2,6,2023-01-24,0
2,7,2023-01-24,0
2,8,2023-01-24,3
2,9,2023-01-24,0
3,0,2023-01-24,1
3,1,2023-01-24,0
3,2,2023-01-24,0
3,3,2023-01-24,3
3,4,2023-01-24,0
3,5,2023-01-24,0
3,6,2023-01-24,1
3,7,2023-01-24,0
3,8,2023-01-24,1
3,9,2023-01-24,0
4,0,2023-01-24,4
4,1,2023-01-24,1
4,2,2023-01-24,1
4,3,2023-01-24,1
4,4,2023-01-24,1
4,5,2023-01-24,0
4,6,2023-01-24,1
4,7,2023-01-24,2
4,8,2023-01-24,0
4,9,2023-01-24,0
5,0,2023-01-24,2
5,1,2023-01-24,3
5,2,2023-01-24,1
5,3,2023-01-24,0
5,4,2023-01-24,3
5,5,2023-01-24,1
5,6,2023-01-24,1
5,7,2023-01-24,1
5,8,2023-01-24,0
5,9,2023-01-24,0
6,0,2023-01-24,1
6,1,2023-01-24,2
6,2,2023-01-24,1
6,3,2023-01-24,0
6,4,2023-01-24,2
6,5,2023-01-24,1
6,6,2023-01-24,2
6,7,2023-01-24,0
6,8,2023-01-24,1
6,9,2023-01-24,3
7,0,2023-01-24,1
7,1,2023-01-24,0
7,2,2023-01-24,0
7,3,2023-01-24,0
7,4,2023-01-24,1
7,5,2023-01-24,3
7,6,2023-01-24,3
7,7,2023-01-24,0
7,8,2023-01-24,1
7,9,2023-01-24,1
8,0,2023-01-24,2
8,1,2023-01-24,1
8,2,2023-01-24,2
8,3,2023-01-24,1
8,4,2023-01-24,1
8,5,2023-01-24,2
8,6,2023-01-24,1
8,7,2023-01-24,1
8,8,2023-01-24,2
8,9,2023-01-24,0
9,0,2023-01-24,0
9,1,2023-01-24,1
9,2,2023-01-24,1
9,3,2023-01-24,0
9,4,2023-01-24,0
9,5,2023-01-24,0
9,6,2023-01-24,2
9,7,2023-01-24,0
9,8,2023-01-24,1
9,9,2023-01-24,1
0,0,2023-01-25,1
0,1,2023-01-25,1
0,2,2023-01-25,1
0,3,2023-01-25,0
0,4,2023-01-25,1
0,5,2023-01-25,1
0,6,2023-01-25,0
0,7,2023-01-25,3
0,8,2023-01-25,1
0,9,2023-01-25,1
1,0,2023-01-25,1
1,1,2023-01-25,0
1,2,2023-01-25,2
1,3,2023-01-25,1
1,4,2023-01-25,0
1,5,2023-01-25,0
1,6,2023-01-25,0
1,7,2023-01-25,0
1,8,2023-01-25,0
1,9,2023-01-25,1
2,0,2023-01-25,0
2,1,2023-01-25,0
2,2,2023-01-25,3
2,3,2023-01-25,0
2,4,2023-01-25,1
2,5,2023-01-25,0
2,6,2023-01-25,0
2,7,2023-01-25,3
2,8,2023-01-25,0
2,9,2023-01-25,0
3,0,2023-01-25,0
3,1,2023-01-25,0
3,2,2023-01-25,0
3,3,2023-01-25,1
3,4,2023-01-25,1
3,5,2023-01-25,1
3,6,2023-01-25,0
3,7,2023-01-25,1
3,8,2023-01-25,3
3,9,2023-01-25,3
4,0,2023-01-25,1
4,1,2023-01-25,0
4,2,2023-01-25,0
4,3,2023-01-25,0
4,4,2023-01-25,3
4,5,2023-01-25,0
4,6,2023-01-25,2
4,7,2023-01-25,0
4,8,2023-01-25,0
4,9,2023-01-25,1
5,0,2023-01-25,1
5,1,2023-01-25,0
5,2,2023-01-25,0
5,3,2023-01-25,0
5,4,2023-01-25,0
5,5,2023-01-25,1
5,6,2023-01-25,2
5,7,2023-01-25,1
5,8,2023-01-25,2
5,9,2023-01-25,1
6,0,2023-01-25,0
6,1,2023-01-25,0
6,2,2023-01-25,0
6,3,2023-01-25,0
6,4,2023-01-25,2
6,5,2023-01-25,1
6,6,2023-01-25,1
6,7,2023-01-25,0
6,8,2023-01-25,1
6,9,2023-01-25,0
7,0,2023-01-25,1
7,1,2023-01-25,3
7,2,2023-01-25,2
7,3,2023-01-25,1
7,4,2023-01-25,0
7,5,2023-01-25,3
7,6,2023-01-25,3
7,7,2023-01-25,1
7,8,2023-01-25,2
7,9,2023-01-25,0
8,0,2023-01-25,1
8,1,2023-01-25,0
8,2,2023-01-25,5
8,3,2023-01-25,0
8,4,2023-01-25,0
8,5,2023-01-25,0
8,6,2023-01-25,0
8,7,2023-01-25,1
8,8,2023-01-25,0
8,9,2023-01-25,0
9,0,2023-01-25,1
9,1,2023-01-25,0
9,2,2023-01-25,1
9,3,2023-01-25,1
9,4,2023-01-25,0
9,5,2023-01-25,0
9,6,2023-01-25,0
9,7,2023-01-25,2
9,8,2023-01-25,1
9,9,2023-01-25,0
0,0,2023-01-26,2
0,1,2023-01-26,0
0,2,2023-01-26,0
0,3,2023-01-26,0
0,4,2023-01-26,0
0,5,2023-01-26,0
0,6,2023-01-26,1
0,7,2023-01-26,0
0,8,2023-01-26,1
0,9,2023-01-26,2
1,0,2023-01-26,1
1,1,2023-01-26,1
1,2,2023-01-26,0
1,3,2023-01-26,1
1,4,2023-01-26,0
1,5,2023-01-26,0
1,6,2023-01-26,3
1,7,2023-01-26,2
1,8,2023-01-26,2
1,9,2023-01-26,0
2,0,2023-01-26,0
2,1,2023-01-26,2
2,2,2023-01-26,0
2,3,2023-01-26,0
2,4,2023-01-26,0
2,5,2023-01-26,0
2,6,2023-01-26,0
2,7,2023-01-26,0
2,8,2023-01-26,1
2,9,2023-01-26,2
3,0,2023-01-26,0
3,1,2023-01-26,0
3,2,2023-01-26,2
3,3,2023-01-26,0
3,4,2023-01-26,4
3,5,2023-01-26,0
3,6,2023-01-26,0
3,7,2023-01-26,0
3,8,2023-01-26,0
3,9,2023-01-26,3
4,0,2023-01-26,1
4,1,2023-01-26,0
4,2,2023-01-26,1
4,3,2023-01-26,1
4,4,2023-01-26,1
4,5,2023-01-26,1
4,6,2023-01-26,0
4,7,2023-01-26,0
4,8,2023-01-26,2
4,9,2023-01-26,0
5,0,2023-01-26,0
5,1,2023-01-26,1
5,2,2023-01-26,0
5,3,2023-01-26,0
5,4,2023-01-26,1
5,5,2023-01-26,0
5,6,2023-01-26,0
5,7,2023-01-26,0
5,8,2023-01-26,0
5,9,2023-01-26,1
6,0,2023-01-26,0
6,1,2023-01-26,0
6,2,2023-01-26,0
6,3,2023-01-26,0
6,4,2023-01-26,1
6,5,2023-01-26,0
6,6,2023-01-26,1
6,7,2023-01-26,1
6,8,2023-01-26,1
6,9,2023-01-26,2
7,0,2023-01-26,2
7,1,2023-01-26,0
7,2,2023-01-26,0
7,3,2023-01-26,2
7,4,2023-01-26,1
7,5,2023-01-26,0
7,6,2023-01-26,0
7,7,2023-01-26,2
7,8,2023-01-26,3
7,9,2023-01-26,0
8,0,2023-01-26,0
8,1,2023-01-26,0
8,2,2023-01-26,1
8,3,2023-01-26,1
8,4,2023-01-26,0
8,5,2023-01-26,0
8,6,2023-01-26,0
8,7,2023-01-26,2
8,8,2023-01-26,2
8,9,2023-01-26,2
9,0,2023-01-26,0
9,1,2023-01-26,1
9,2,2023-01-26,1
9,3,2023-01-26,2
9,4,2023-01-26,0
9,5,2023-01-26,0
9,6,2023-01-26,0
9,7,2023-01-26,0
9,8,2023-01-26,2
9,9,2023-01-26,1
0,0,2023-01-27,2
0,1,2023-01-27,0
0,2,2023-01-27,0
0,3,2023-01-27,3
0,4,2023-01-27,0
0,5,2023-01-27,2
0,6,2023-01-27,0
0,7,2023-01-27,0
0,8,2023-01-27,1
0,9,2023-01-27,1
1,0,2023-01-27,1
1,1,2023-01-27,1
1,2,2023-01-27,1
1,3,2023-01-27,1
1,4,2023-01-27,1
1,5,2023-01-27,0
1,6,2023-01-27,0
1,7,2023-01-27,2
1,8,2023-01-27,0
1,9,2023-01-27,4
2,0,2023-01-27,0
2,1,2023-01-27,2
2,2,2023-01-27,0
2,3,2023-01-27,2
2,4,2023-01-27,0
2,5,2023-01-27,1
2,6,2023-01-27,0
2,7,2023-01-27,0
2,8,2023-01-27,0
2,9,2023-01-27,0
3,0,2023-01-27,0
3,1,2023-01-27,0
3,2,2023-01-27,0
3,3,2023-01-27,1
3,4,2023-01-27,0
3,5,2023-01-27,0
3,6,2023-01-27,1
3,7,2023-01-27,0
3,8,2023-01-27,0
3,9,2023-01-27,1
4,0,2023-01-27,0
4,1,2023-01-27,1
4,2,2023-01-27,3
4,3,2023-01-27,2
4,4,2023-01-27,0
4,5,2023-01-27,0
4,6,2023-01-27,1
4,7,2023-01-27,1
4,8,2023-01-27,1
4,9,2023-01-27,2
5,0,2023-01-27,0
5,1,2023-01-27,1
5,2,2023-01-27,1
5,3,2023-01-27,0
5,4,2023-01-27,1
5,5,2023-01-27,0
5,6,2023-01-27,1
5,7,2023-01-27,2
5,8,2023-01-27,0
5,9,2023-01-27,1
6,0,2023-01-27,0
6,1,2023-01-27,0
6,2,2023-01-27,1
6,3,2023-01-27,1
6,4,2023-01-27,0
6,5,2023-01-27,3
6,6,2023-01-27,2
6,7,2023-01-27,1
6,8,2023-01-27,1
6,9,2023-01-27,1
7,0,2023-01-27,0
7,1,2023-01-27,1
7,2,2023-01-27,2
7,3,2023-01-27,1
7,4,2023-01-27,0
7,5,2023-01-27,0
7,6,2023-01-27,3
7,7,2023-01-27,0
7,8,2023-01-27,0
7,9,2023-01-27,3
8,0,2023-01-27,0
8,1,2023-01-27,2
8,2,2023-01-27,0
8,3,2023-01-27,0
8,4,2023-01-27,0
8,5,2023-01-27,2
8,6,2023-01-27,1
8,7,2023-01-27,1
8,8,2023-01-27,0
8,9,2023-01-27,0
9,0,2023-01-27,0
9,1,2023-01-27,1
9,2,2023-01-27,1
9,3,2023-01-27,0
9,4,2023-01-27,1
9,5,2023-01-27,1
9,6,2023-01-27,0
9,7,2023-01-27,0
9,8,2023-01-27,0
9,9,2023-01-27,0
0,0,2023-01-28,3
0,1,2023-01-28,1
0,2,2023-01-28,0
0,3,2023-01-28,2
0,4,2023-01-28,3
0,5,2023-01-28,0
0,6,2023-01-28,1
0,7,2023-01-28,1
0,8,2023-01-28,0
0,9,2023-01-28,2
1,0,2023-01-28,0
1,1,2023-01-28,1
1,2,2023-01-28,1
1,3,2023-01-28,1
1,4,2023-01-28,1
1,5,2023-01-28,0
1,6,2023-01-28,0
1,7,2023-01-28,0
1,8,2023-01-28,1
1,9,2023-01-28,2
2,0,2023-01-28,1
2,1,2023-01-28,1
2,2,2023-01-28,0
2,3,2023-01-28,1
2,4,2023-01-28,0
2,5,2023-01-28,1
2,6,2023-01-28,0
2,7,2023-01-28,2
2,8,2023-01-28,1
2,9,2023-01-28,0
3,0,2023-01-28,1
3,1,2023-01-28,4
3,2,2023-01-28,0
3,3,2023-01-28,1
3,4,2023-01-28,1
3,5,2023-01-28,1
3,6,2023-01-28,2
3,7,2023-01-28,1
3,8,2023-01-28,1
3,9,2023-01-28,0
4,0,2023-01-28,0
4,1,2023-01-28,1
4,2,2023-01-28,1
4,3,2023-01-28,2
4,4,2023-01-28,0
4,5,2023-01-28,0
4,6,2023-01-28,3
4,7,2023-01-28,3
4,8,2023-01-28,0
4,9,2023-01-28,0
5,0,2023-01-28,0
5,1,2023-01-28,1
5,2,2023-01-28,1
5,3,2023-01-28,1
5,4,2023-01-28,2
5,5,2023-01-28,1
5,6,2023-01-28,1
5,7,2023-01-28,0
5,8,2023-01-28,0
5,9,2023-01-28,0
6,0,2023-01-28,2
6,1,2023-01-28,0
6,2,2023-01-28,2
6,3,2023-01-28,0
6,4,2023-01-28,0
6,5,2023-01-28,2
6,6,2023-01-28,0
6,7,2023-01-28,2
6,8,2023-01-28,0
6,9,2023-01-28,2
7,0,2023-01-28,1
7,1,2023-01-28,3
7,2,2023-01-28,2
7,3,2023-01-28,0
7,4,2023-01-28,0
7,5,2023-01-28,1
7,6,2023-01-28,0
7,7,2023-01-28,1
7,8,2023-01-28,0
7,9,2023-01-28,1
8,0,2023-01-28,1
8,1,2023-01-28,1
8,2,2023-01-28,2
8,3,2023-01-28,1
8,4,2023-01-28,1
8,5,2023-01-28,1
8,6,2023-01-28,0
8,7,2023-01-28,0
8,8,2023-01-28,2
8,9,2023-01-28,5
9,0,2023-01-28,1
9,1,2023-01-28,0
9,2,2023-01-28,0
9,3,2023-01-28,0
9,4,2023-01-28,1
9,5,2023-01-28,2
9,6,2023-01-28,3
9,7,2023-01-28,1
9,8,2023-01-28,0
9,9,2023-01-28,1
0,0,2023-01-29,1
0,1,2023-01-29,1
0,2,2023-01-29,2
0,3,2023-01-29,1
0,4,2023-01-29,1
0,5,2023-01-29,0
0,6,2023-01-29,0
0,7,2023-01-29,0
0,8,2023-01-29,0
0,9,2023-01-29,0
1,0,2023-01-29,0
1,1,2023-01-29,1
1,2,2023-01-29,2
1,3,2023-01-29,0
1,4,2023-01-29,0
1,5,2023-01-29,1
1,6,2023-01-29,0
1,7,2023-01-29,4
1,8,2023-01-29,0
1,9,2023-01-29,1
2,0,2023-01-29,1
2,1,2023-01-29,2
2,2,2023-01-29,2
2,3,2023-01-29,1
2,4,2023-01-29,0
2,5,2023-01-29,3
2,6,2023-01-29,0
2,7,2023-01-29,0
2,8,2023-01-29,1
2,9,2023-01-29,0
3,0,2023-01-29,1
3,1,2023-01-29,2
3,2,2023-01-29,0
3,3,2023-01-29,0
3,4,2023-01-29,0
3,5,2023-01-29,0
3,6,2023-01-29,0
3,7,2023-01-29,1
3,8,2023-01-29,0
3,9,2023-01-29,0
4,0,2023-01-29,0
4,1,2023-01-29,1
4,2,2023-01-29,0
4,3,2023-01-29,2
4,4,2023-01-29,1
4,5,2023-01-29,0
4,6,2023-01-29,2
4,7,2023-01-29,0
4,8,2023-01-29,1
4,9,2023-01-29,0
5,0,2023-01-29,0
5,1,2023-01-29,1
5,2,2023-01-29,0
5,3,2023-01-29,1
5,4,2023-01-29,0
5,5,2023-01-29,0
5,6,2023-01-29,0
5,7,2023-01-29,0
5,8,2023-01-29,2
5,9,2023-01-29,1
6,0,2023-01-29,0
6,1,2023-01-29,1
6,2,2023-01-29,1
6,3,2023-01-29,0
6,4,2023-01-29,0
6,5,2023-01-29,0
6,6,2023-01-29,0
6,7,2023-01-29,1
6,8,2023-01-29,3
6,9,2023-01-29,1
7,0,2023-01-29,0
7,1,2023-01-29,0
7,2,2023-01-29,2
7,3,2023-01-29,0
7,4,2023-01-29,0
7,5,2023-01-29,1
7,6,2023-01-29,1
7,7,2023-01-29,0
7,8,2023-01-29,0
7,9,2023-01-29,0
8,0,2023-01-29,0
8,1,2023-01-29,1
8,2,2023-01-29,0
8,3,2023-01-29,1
8,4,2023-01-29,5
8,5,2023-01-29,0
8,6,2023-01-29,6
8,7,2023-01-29,0
8,8,2023-01-29,0
8,9,2023-01-29,2
9,0,2023-01-29,1
9,1,2023-01-29,2
9,2,2023-01-29,0
9,3,2023-01-29,2
9,4,2023-01-29,0
9,5,2023-01-29,1
9,6,2023-01-29,0
9,7,2023-01-29,2
9,8,2023-01-29,0
9,9,2023-01-29,0
0,0,2023-01-30,0
0,1,2023-01-30,1
0,2,2023-01-30,0
0,3,2023-01-30,0
0,4,2023-01-30,1
0,5,2023-01-30,2
0,6,2023-01-30,0
0,7,2023-01-30,0
0,8,2023-01-30,0
0,9,2023-01-30,0
1,0,2023-01-30,1
1,1,2023-01-30,1
1,2,2023-01-30,0
1,3,2023-01-30,0
1,4,2023-01-30,0
1,5,2023-01-30,0
1,6,2023-01-30,0
1,7,2023-01-30,2
1,8,2023-01-30,1
1,9,2023-01-30,1
2,0,2023-01-30,0
2,1,2023-01-30,1
2,2,2023-01-30,1
2,3,2023-01-30,0
2,4,2023-01-30,0
2,5,2023-01-30,1
2,6,2023-01-30,1
2,7,2023-01-30,0
2,8,2023-01-30,0
2,9,2023-01-30,1
3,0,2023-01-30,2
3,1,2023-01-30,1
3,2,2023-01-30,1
3,3,2023-01-30,2
3,4,2023-01-30,0
3,5,2023-01-30,1
3,6,2023-01-30,0
3,7,2023-01-30,0
3,8,2023-01-30,1
3,9,2023-01-30,0
4,0,2023-01-30,1
4,1,2023-01-30,0
4,2,2023-01-30,0
4,3,2023-01-30,3
4,4,2023-01-30,0
4,5,2023-01-30,2
4,6,2023-01-30,0
4,7,2023-01-30,2
4,8,2023-01-30,1
4,9,2023-01-30,1
5,0,2023-01-30,1
5,1,2023-01-30,0
5,2,2023-01-30,4
5,3,2023-01-30,1
5,4,2023-01-30,0
5,5,2023-01-30,0
5,6,2023-01-30,1
5,7,2023-01-30,0
5,8,2023-01-30,1
5,9,2023-01-30,1
6,0,2023-01-30,1
6,1,2023-01-30,2
6,2,2023-01-30,2
6,3,2023-01-30,1
6,4,2023-01-30,2
6,5,2023-01-30,0
6,6,2023-01-30,0
6,7,2023-01-30,2
6,8,2023-01-30,0
6,9,2023-01-30,0
7,0,2023-01-30,0
7,1,2023-01-30,1
7,2,2023-01-30,0
7,3,2023-01-30,0
7,4,2023-01-30,1
7,5,2023-01-30,3
7,6,2023-01-30,1
7,7,2023-01-30,1
7,8,2023-01-30,2
7,9,2023-01-30,1
8,0,2023-01-30,1
8,1,2023-01-30,0
8,2,2023-01-30,1
8,3,2023-01-30,0
8,4,2023-01-30,2
8,5,2023-01-30,1
8,6,2023-01-30,1
8,7,2023-01-30,1
8,8,2023-01-30,2
8,9,2023-01-30,0
9,0,2023-01-30,2
9,1,2023-01-30,0
9,2,2023-01-30,2
9,3,2023-01-30,1
9,4,2023-01-30,0
9,5,2023-01-30,2
9,6,2023-01-30,0
9,7,2023-01-30,2
9,8,2023-01-30,1
9,9,2023-01-30,0
0,0,2023-01-31,0
0,1,2023-01-31,0
0,2,2023-01-31,2
0,3,2023-01-31,0
0,4,2023-01-31,4
0,5,2023-01-31,0
0,6,2023-01-31,3
0,7,2023-01-31,1
0,8,2023-01-31,0
0,9,2023-01-31,0
1,0,2023-01-31,1
1,1,2023-01-31,1
1,2,2023-01-31,6
1,3,2023-01-31,0
1,4,2023-01-31,0
1,5,2023-01-31,0
1,6,2023-01-31,2
1,7,2023-01-31,0
1,8,2023-01-31,0
1,9,2023-01-31,0
2,0,2023-01-31,3
2,1,2023-01-31,0
2,2,2023-01-31,1
2,3,2023-01-31,2
2,4,2023-01-31,1
2,5,2023-01-31,0
2,6,2023-01-31,0
2,7,2023-01-31,0
2,8,2023-01-31,0
2,9,2023-01-31,3
3,0,2023-01-31,0
3,1,2023-01-31,1
3,2,2023-01-31,0
3,3,2023-01-31,0
3,4,2023-01-31,3
3,5,2023-01-31,0
3,6,2023-01-31,2
3,7,2023-01-31,0
3,8,2023-01-31,2
3,9,2023-01-31,2
4,0,2023-01-31,0
4,1,2023-01-31,0
4,2,2023-01-31,1
4,3,2023-01-31,1
4,4,2023-01-31,2
4,5,2023-01-31,1
4,6,2023-01-31,2
4,7,2023-01-31,0
4,8,2023-01-31,0
4,9,2023-01-31,0
5,0,2023-01-31,2
5,1,2023-01-31,1
5,2,2023-01-31,1
5,3,2023-01-31,3
5,4,2023-01-31,1
5,5,2023-01-31,3
5,6,2023-01-31,0
5,7,2023-01-31,0
5,8,2023-01-31,1
5,9,2023-01-31,1
6,0,2023-01-31,1
6,1,2023-01-31,0
6,2,2023-01-31,2
6,3,2023-01-31,0
6,4,2023-01-31,0
6,5,2023-01-31,0
6,6,2023-01-31,0
6,7,2023-01-31,0
6,8,2023-01-31,0
6,9,2023-01-31,2
7,0,2023-01-31,1
7,1,2023-01-31,0
7,2,2023-01-31,0
7,3,2023-01-31,0
7,4,2023-01-31,1
7,5,2023-01-31,0
7,6,2023-01-31,2
7,7,2023-01-31,0
7,8,2023-01-31,0
7,9,2023-01-31,0
8,0,2023-01-31,0
8,1,2023-01-31,2
8,2,2023-01-31,1
8,3,2023-01-31,0
8,4,2023-01-31,1
8,5,2023-01-31,0
8,6,2023-01-31,1
8,7,2023-01-31,4
8,8,2023-01-31,0
8,9,2023-01-31,1
9,0,2023-01-31,1
9,1,2023-01-31,2
9,2,2023-01-31,2
9,3,2023-01-31,2
9,4,2023-01-31,1
9,5,2023-01-31,0
9,6,2023-01-31,2
9,7,2023-01-31,1
9,8,2023-01-31,1
9,9,2023-01-31,0
0,0,2023-02-01,0
0,1,2023-02-01,3
0,2,2023-02-01,0
0,3,2023-02-01,2
0,4,2023-02-01,1
0,5,2023-02-01,0
0,6,2023-02-01,0
0,7,2023-02-01,0
0,8,2023-02-01,0
0,9,2023-02-01,0
1,0,2023-02-01,1
1,1,2023-02-01,2
1,2,2023-02-01,0
1,3,2023-02-01,3
1,4,2023-02-01,1
1,5,2023-02-01,2
1,6,2023-02-01,0
1,7,2023-02-01,1
1,8,2023-02-01,2
1,9,2023-02-01,0
2,0,2023-02-01,0
2,1,2023-02-01,1
2,2,2023-02-01,5
2,3,2023-02-01,0
2,4,2023-02-01,0
2,5,2023-02-01,0
2,6,2023-02-01,1
2,7,2023-02-01,1
2,8,2023-02-01,2
2,9,2023-02-01,1
3,0,2023-02-01,0
3,1,2023-02-01,2
3,2,2023-02-01,1
3,3,2023-02-01,0
3,4,2023-02-01,2
3,5,2023-02-01,0
3,6,2023-02-01,1
3,7,2023-02-01,0
3,8,2023-02-01,0
3,9,2023-02-01,0
4,0,2023-02-01,1
4,1,2023-02-01,1
4,2,2023-02-01,1
4,3,2023-02-01,0
4,4,2023-02-01,2
4,5,2023-02-01,1
4,6,2023-02-01,0
4,7,2023-02-01,1
4,8,2023-02-01,1
4,9,2023-02-01,0
5,0,2023-02-01,1
5,1,2023-02-01,0
5,2,2023-02-01,2
5,3,2023-02-01,0
5,4,2023-02-01,0
5,5,2023-02-01,1
5,6,2023-02-01,1
5,7,2023-02-01,1
5,8,2023-02-01,0
5,9,2023-02-01,2
6,0,2023-02-01,4
6,1,2023-02-01,1
6,2,2023-02-01,0
6,3,2023-02-01,4
6,4,2023-02-01,1
6,5,2023-02-01,2
6,6,2023-02-01,1
6,7,2023-02-01,0
6,8,2023-02-01,1
6,9,2023-02-01,0
7,0,2023-02-01,0
7,1,2023-02-01,1
7,2,2023-02-01,1
7,3,2023-02-01,2
7,4,2023-02-01,0
7,5,2023-02-01,0
7,6,2023-02-01,0
7,7,2023-02-01,1
7,8,2023-02-01,3
7,9,2023-02-01,0
8,0,2023-02-01,2
8,1,2023-02-01,1
8,2,2023-02-01,0
8,3,2023-02-01,2
8,4,2023-02-01,0
8,5,2023-02-01,0
8,6,2023-02-01,1
8,7,2023-02-01,0
8,8,2023-02-01,0
8,9,2023-02-01,0
9,0,2023-02-01,1
9,1,2023-02-01,0
9,2,2023-02-01,0
9,3,2023-02-01,0
9,4,2023-02-01,0
9,5,2023-02-01,0
9,6,2023-02-01,1
9,7,2023-02-01,2
9,8,2023-02-01,1
9,9,2023-02-01,2
0,0,2023-02-02,0
0,1,2023-02-02,0
0,2,2023-02-02,0
0,3,2023-02-02,0
0,4,2023-02-02,3
0,5,2023-02-02,1
0,6,2023-02-02,0
0,7,2023-02-02,0
0,8,2023-02-02,1
0,9,2023-02-02,1
1,0,2023-02-02,0
1,1,2023-02-02,2
1,2,2023-02-02,1
1,3,2023-02-02,2
1,4,2023-02-02,0
1,5,2023-02-02,3
1,6,2023-02-02,0
1,7,2023-02-02,0
1,8,2023-02-02,1
1,9,2023-02-02,4
2,0,2023-02-02,1
2,1,2023-02-02,0
2,2,2023-02-02,0
2,3,2023-02-02,2
